merchant_id,merchant_name,merchant_category,region,commission_rate,total_turnover,num_of_transactions,num_of_unique_clients,avg_transaction_amount,rank_in_category_region,total_commission_earned,Adulte,Age Moyen,Jeune,Senior
M00281,VitalShop 82,Health,Bretagne,0.0489,13622.89,178,172,76.53308988764044,7,666.159321,3992.610000000001,3795.14,1166.86,4668.279999999999
M00018,HealthShop 19,Health,Grand Est,0.0918,47915.099999999984,359,335,133.46824512534815,1,4398.606179999999,12103.300000000001,13187.639999999996,7123.76,15500.400000000001
M00476,HealthHub 77,Health,Grand Est,0.043,25356.190000000006,224,217,113.19727678571431,2,1090.31617,7809.17,7107.370000000001,2075.9000000000005,8363.75
M00108,WellnessStore 9,Health,Grand Est,0.0529,22182.18000000001,204,201,108.73617647058829,3,1173.4373220000007,5619.68,6608.020000000001,2236.8599999999997,7717.620000000003
M00402,HealthHub 3,Health,Grand Est,0.0228,17931.210000000003,130,126,137.93238461538465,4,408.83158800000007,5387.169999999999,5202.92,2941.5699999999997,4399.55
M00396,VitalShop 97,Health,Hauts-de-France,0.0976,35114.92999999999,311,294,112.9097427652733,1,3427.2171679999997,12172.519999999997,11432.950000000003,3313.349999999999,8196.109999999999
M00310,VitalShop 11,Health,Hauts-de-France,0.0986,31847.089999999993,269,260,118.39066914498139,2,3140.123073999999,9919.539999999999,8736.839999999998,4277.040000000001,8913.67
M00490,HealthHub 91,Health,Hauts-de-France,0.0288,26414.059999999998,215,208,122.85609302325581,3,760.7249279999999,8204.26,8762.580000000004,1664.65,7782.57
M00333,HealthShop 34,Health,Hauts-de-France,0.0992,16031.54,130,124,123.31953846153847,4,1590.328768,4431.68,4816.53,2605.55,4177.78
M00424,HealthShop 25,Health,Ile-de-France,0.0572,36514.91999999999,294,283,124.20040816326528,1,2088.6534239999996,12168.59,10443.380000000001,3579.76,10323.189999999995
M00299,WellnessStore 100,Health,Ile-de-France,0.022,24436.019999999997,172,163,142.06988372093022,2,537.5924399999999,7286.46,6933.7300000000005,2358.7500000000005,7857.080000000001
M00329,WellnessStore 30,Health,Ile-de-France,0.0186,23454.879999999994,233,225,100.6647210300429,3,436.26076799999987,7334.16,5466.220000000002,2818.290000000001,7836.21
M00427,VitalShop 28,Health,Ile-de-France,0.0916,18523.159999999996,167,159,110.91712574850297,4,1696.7214559999998,4723.709999999999,5330.829999999998,1783.24,6685.379999999998
M00290,VitalShop 91,Health,Ile-de-France,0.076,15524.219999999998,175,170,88.70982857142856,5,1179.8407199999997,4877.66,4270.18,1321.3899999999999,5054.989999999999
M00369,HealthShop 70,Health,Normandie,0.0732,31883.050000000003,266,258,119.86109022556393,1,2333.83926,10395.660000000002,9292.730000000007,3980.949999999999,8213.710000000003
M00330,WellnessStore 31,Health,Normandie,0.0611,31845.55000000001,220,212,144.75250000000005,2,1945.7631050000007,9639.550000000001,8971.739999999998,3683.99,9550.269999999997
M00371,VitalShop 72,Health,Normandie,0.0197,26202.800000000003,246,240,106.51544715447156,3,516.19516,7159.809999999999,8746.639999999998,2763.71,7532.64
M00380,HealthShop 81,Health,Normandie,0.0978,22680.44000000001,195,188,116.30994871794877,4,2218.1470320000008,6756.950000000002,5667.849999999999,2258.2400000000002,7997.399999999995
M00392,WellnessStore 93,Health,Normandie,0.0605,21149.34,198,192,106.81484848484848,5,1279.53507,6911.67,6674.570000000001,1922.0700000000002,5641.030000000001
M00067,WellnessStore 68,Health,Normandie,0.0296,20097.600000000002,174,169,115.50344827586208,6,594.8889600000001,6426.189999999997,5676.340000000001,2395.7599999999998,5599.31
M00120,HealthHub 21,Health,Normandie,0.0177,15945.980000000001,119,116,133.99983193277313,7,282.243846,3609.8799999999997,5149.129999999999,2391.44,4795.53
M00173,VitalShop 74,Health,Nouvelle-Aquitaine,0.013,37437.779999999984,254,248,147.39283464566924,1,486.6911399999998,10308.540000000003,10316.520000000002,5187.01,11625.709999999995
M00029,HealthHub 30,Health,Nouvelle-Aquitaine,0.0329,22593.319999999992,274,266,82.45737226277369,2,743.3202279999997,6695.420000000001,6285.010000000001,3514.2300000000005,6098.66
M00440,VitalShop 41,Health,Nouvelle-Aquitaine,0.0278,16387.62,111,111,147.6362162162162,3,455.5758359999999,5898.369999999999,4276.600000000001,1770.9700000000003,4441.679999999999
M00276,WellnessStore 77,Health,Nouvelle-Aquitaine,0.0144,15441.220000000001,191,188,80.84408376963351,4,222.35356800000002,4734.58,4570.779999999999,2037.7400000000002,4098.12
M00166,WellnessStore 67,Health,Nouvelle-Aquitaine,0.0818,10364.259999999998,98,96,105.7577551020408,5,847.7964679999999,3174.16,4256.669999999999,1015.89,1917.5399999999997
M00122,VitalShop 23,Health,Occitanie,0.0871,40597.810000000005,324,310,125.30188271604939,1,3536.0692510000003,14319.840000000004,12064.120000000003,3583.6000000000004,10630.250000000002
M00044,VitalShop 45,Health,Occitanie,0.0748,32894.669999999984,280,269,117.48096428571422,2,2460.521315999999,9697.11,9161.86,2925.83,11109.870000000003
M00312,HealthShop 13,Health,Occitanie,0.0472,23064.25999999999,187,180,123.33828877005342,3,1088.6330719999996,7654.019999999998,7756.710000000002,1715.0699999999997,5938.459999999999
M00387,HealthShop 88,Health,Pays de la Loire,0.0406,47017.52000000001,345,333,136.2826666666667,1,1908.9113120000004,13023.38,13192.629999999997,6461.749999999999,14339.760000000004
M00292,HealthHub 93,Health,Pays de la Loire,0.0385,29544.13,227,223,130.1503524229075,2,1137.449005,8627.029999999999,9269.85,3877.7899999999995,7769.459999999999
M00109,WellnessStore 10,Health,Pays de la Loire,0.0564,22837.520000000004,206,200,110.86174757281556,3,1288.0361280000002,5805.22,7046.349999999999,1947.1600000000003,8038.790000000001
M00403,HealthHub 4,Health,Provence-Alpes-Côte d'Azur,0.0751,33793.40999999997,299,288,113.02143812709019,1,2537.8850909999974,10942.689999999999,10112.289999999999,2766.9500000000003,9971.48
M00293,HealthHub 94,Health,Provence-Alpes-Côte d'Azur,0.0595,33276.26999999998,255,248,130.49517647058818,2,1979.938064999999,10183.010000000002,10230.64,2920.9499999999994,9941.669999999995
M00025,WellnessStore 26,Health,Provence-Alpes-Côte d'Azur,0.0981,33019.79000000001,266,255,124.13454887218049,3,3239.241399000001,10454.149999999998,9812.940000000002,3243.6100000000006,9509.09
M00400,WellnessStore 1,Health,Provence-Alpes-Côte d'Azur,0.0438,32597.28000000001,316,302,103.15594936708864,4,1427.7608640000003,9620.040000000003,10670.140000000003,3747.620000000001,8559.480000000003
M00379,HealthHub 80,Health,Provence-Alpes-Côte d'Azur,0.077,22585.800000000014,174,169,129.80344827586214,5,1739.106600000001,6584.560000000001,7522.36,2143.79,6335.089999999998
M00254,HomeStyle 55,Home & Garden,Bretagne,0.0425,179684.53000000003,317,305,566.8281703470033,1,7636.592525000002,48232.44,61364.19000000001,18695.44,51392.46
M00434,HomeCenter 35,Home & Garden,Bretagne,0.0319,171684.06000000006,282,271,608.8087234042555,2,5476.721514000002,47308.34999999999,57613.46999999997,21847.119999999995,44915.11999999998
M00219,HomeCenter 20,Home & Garden,Bretagne,0.0658,145838.65999999995,245,236,595.2598367346936,3,9596.183827999996,30564.690000000002,60609.16000000001,17452.559999999998,37212.25000000001
M00252,GardenWorld 53,Home & Garden,Bretagne,0.0945,141395.00999999995,225,221,628.4222666666665,4,13361.828444999996,49866.779999999984,40845.24999999999,11297.62,39385.36
M00474,DecorShop 75,Home & Garden,Bretagne,0.0324,131047.52999999996,177,172,740.3815254237286,5,4245.939971999998,31796.680000000008,36146.37,19247.490000000005,43856.99
M00089,DecorShop 90,Home & Garden,Bretagne,0.0957,128884.15000000001,190,187,678.3376315789474,6,12334.213155,38979.04,39731.409999999996,14106.149999999998,36067.549999999996
M00190,DecorShop 91,Home & Garden,Bretagne,0.0715,125263.09999999995,281,273,445.7761565836297,7,8956.311649999996,30846.579999999998,45026.37,10569.100000000002,38821.049999999996
M00191,DecorShop 92,Home & Garden,Bretagne,0.0395,92797.79000000002,146,143,635.6013013698632,8,3665.512705000001,36109.270000000004,28946.629999999994,10997.300000000001,16744.59
M00178,HomeCenter 79,Home & Garden,Bretagne,0.0468,91574.78999999998,179,176,511.5910055865921,9,4285.700171999999,24449.130000000005,28946.109999999997,8642.569999999998,29536.980000000003
M00338,HomeStyle 39,Home & Garden,Bretagne,0.0111,62758.02,117,116,536.3933333333333,10,696.614022,25623.68999999999,18185.579999999994,4369.7300000000005,14579.02
M00004,GardenWorld 5,Home & Garden,Grand Est,0.0775,202755.18,312,294,649.8563461538462,1,15713.52645,60628.529999999984,56897.04,27275.78,57953.829999999994
M00484,HomeStyle 85,Home & Garden,Grand Est,0.0541,136380.09000000005,201,194,678.5079104477614,2,7378.162869000003,43487.94,36791.38999999999,19573.47,36527.29
M00457,DecorShop 58,Home & Garden,Grand Est,0.046,123781.69999999991,214,209,578.4191588785043,3,5693.9581999999955,33858.21999999999,42694.45000000001,13890.17,33338.86
M00365,HomeCenter 66,Home & Garden,Hauts-de-France,0.0209,199930.84,279,266,716.5979928315412,1,4178.554556,62122.179999999986,59459.84000000002,17725.389999999996,60623.430000000015
M00152,GardenWorld 53,Home & Garden,Hauts-de-France,0.0123,131832.23000000004,163,159,808.7866871165646,2,1621.5364290000005,40599.37999999999,26213.469999999994,23895.76,41123.61999999999
M00389,HomeStyle 90,Home & Garden,Ile-de-France,0.0352,127247.17000000003,195,190,652.5495897435899,1,4479.100384000001,43514.95000000001,39330.0,18738.49,25663.73
M00035,GardenWorld 36,Home & Garden,Ile-de-France,0.0846,38595.10000000001,120,117,321.62583333333345,2,3265.145460000001,11848.919999999998,13730.290000000003,3974.71,9041.179999999998
M00202,HomeCenter 3,Home & Garden,Normandie,0.0141,190872.08000000013,342,324,558.1054970760238,1,2691.2963280000017,57037.47000000001,57712.539999999964,19151.730000000003,56970.34
M00195,HomeCenter 96,Home & Garden,Normandie,0.086,159365.62000000005,248,243,642.6033064516131,2,13705.443320000004,49042.929999999986,42532.03999999999,24218.68,43571.97
M00009,DecorShop 10,Home & Garden,Normandie,0.058,143953.3,305,291,471.9780327868852,3,8349.2914,48531.36999999998,47270.54000000001,16465.57,31685.819999999996
M00480,HomeCenter 81,Home & Garden,Normandie,0.0106,138404.88,273,258,506.9775824175824,4,1467.091728,37215.950000000004,44576.53,19541.180000000004,37071.22
M00466,DecorShop 67,Home & Garden,Normandie,0.0928,130538.66999999991,238,231,548.4818067226887,5,12113.98857599999,39133.229999999996,45665.060000000005,12811.399999999998,32928.979999999996
M00493,HomeStyle 94,Home & Garden,Normandie,0.049,110694.55,163,159,679.1076687116565,6,5424.032950000001,33114.45999999999,32295.820000000007,14248.779999999997,31035.489999999994
M00420,HomeCenter 21,Home & Garden,Normandie,0.0268,69259.31000000003,89,88,778.1944943820228,7,1856.1495080000009,24247.589999999997,19836.5,6277.6,18897.62
M00160,HomeCenter 61,Home & Garden,Normandie,0.0663,66385.00000000001,146,139,454.6917808219179,8,4401.325500000001,18235.879999999997,22559.33,9796.61,15793.179999999998
M00289,DecorShop 90,Home & Garden,Normandie,0.0326,62683.21,127,126,493.56858267716535,9,2043.4726459999997,17685.960000000003,20840.87,7380.6900000000005,16775.69
M00087,DecorShop 88,Home & Garden,Nouvelle-Aquitaine,0.0443,154657.31000000006,267,256,579.2408614232212,1,6851.318833000002,47853.54999999999,46928.01,19045.68,40830.07
M00008,HomeCenter 9,Home & Garden,Nouvelle-Aquitaine,0.0836,110434.94999999997,201,195,549.4276119402983,2,9232.361819999996,29372.409999999993,36082.31,17317.77,27662.46
M00479,GardenWorld 80,Home & Garden,Nouvelle-Aquitaine,0.0947,85711.6,155,150,552.978064516129,3,8116.888520000001,27472.71,24702.539999999994,9265.1,24271.249999999996
M00033,HomeStyle 34,Home & Garden,Nouvelle-Aquitaine,0.09,61651.41000000002,150,146,411.00940000000014,4,5548.626900000001,19069.45,17173.239999999998,5478.210000000001,19930.510000000002
M00174,DecorShop 75,Home & Garden,Nouvelle-Aquitaine,0.0403,48691.80999999999,96,95,507.2063541666666,5,1962.2799429999998,12641.189999999999,17723.91,1525.2199999999998,16801.489999999998
M00110,HomeCenter 11,Home & Garden,Nouvelle-Aquitaine,0.0958,40604.68999999999,66,64,615.2225757575756,6,3889.9293019999986,11476.279999999999,10270.189999999999,3389.2,15469.02
M00117,HomeStyle 18,Home & Garden,Occitanie,0.0892,139776.43000000005,230,221,607.7236086956524,1,12468.057556000005,51656.96000000001,29251.309999999998,17861.510000000002,41006.65000000001
M00145,GardenWorld 46,Home & Garden,Occitanie,0.0178,113819.45999999996,148,147,769.0504054054052,2,2025.9863879999994,33432.78,29768.170000000002,11810.380000000001,38808.13
M00482,DecorShop 83,Home & Garden,Occitanie,0.0316,109782.39000000003,191,184,574.7769109947645,3,3469.1235240000015,35155.59,36213.97000000001,12119.620000000003,26293.209999999995
M00251,GardenWorld 52,Home & Garden,Occitanie,0.0714,93337.03999999998,194,191,481.11876288659784,4,6664.264655999999,32072.969999999998,22402.809999999998,10432.85,28428.409999999993
M00223,GardenWorld 24,Home & Garden,Occitanie,0.0768,84340.12999999999,147,145,573.7423809523809,5,6477.321983999998,31432.899999999994,25085.61999999999,7929.18,19892.430000000004
M00171,HomeStyle 72,Home & Garden,Occitanie,0.0686,81990.72,135,132,607.3386666666667,6,5624.563392,22073.020000000004,19696.109999999997,20107.190000000002,20114.399999999998
M00074,DecorShop 75,Home & Garden,Occitanie,0.0827,80751.11999999995,157,154,514.3383439490443,7,6678.117623999996,26362.879999999997,27148.669999999995,8586.79,18652.779999999995
M00304,HomeStyle 5,Home & Garden,Pays de la Loire,0.0426,153915.30000000005,260,248,591.9819230769233,1,6556.791780000001,52582.47000000001,43861.31,18240.79,39230.73000000001
M00238,HomeStyle 39,Home & Garden,Pays de la Loire,0.0512,138157.2,228,223,605.9526315789474,2,7073.648640000001,41594.81000000001,44138.72999999999,16539.3,35884.36
M00388,HomeStyle 89,Home & Garden,Pays de la Loire,0.0932,134355.69,222,215,605.2058108108108,3,12521.950308000001,35724.2,41872.51999999999,19754.879999999997,37004.09
M00213,HomeStyle 14,Home & Garden,Pays de la Loire,0.0521,130111.22000000002,232,222,560.8242241379311,4,6778.794562000001,36572.19000000001,40320.750000000015,17604.309999999998,35613.97
M00188,GardenWorld 89,Home & Garden,Pays de la Loire,0.085,129970.46999999997,214,199,607.3386448598129,5,11047.48995,32601.989999999994,53242.71000000002,10516.590000000002,33609.17999999999
M00336,HomeStyle 37,Home & Garden,Pays de la Loire,0.0657,128827.26999999996,252,241,511.21932539682524,6,8463.951638999997,32481.100000000002,44237.590000000004,10949.619999999999,41158.95999999999
M00021,HomeCenter 22,Home & Garden,Pays de la Loire,0.0704,116250.13999999998,208,206,558.8949038461537,7,8184.009856,28193.72000000001,43690.049999999996,10264.829999999998,34101.54
M00007,DecorShop 8,Home & Garden,Pays de la Loire,0.0182,100474.26999999999,182,174,552.0564285714286,8,1828.6317139999999,21228.109999999997,34042.079999999994,13299.200000000003,31904.880000000005
M00022,GardenWorld 23,Home & Garden,Pays de la Loire,0.0456,75646.12,142,139,532.7191549295775,9,3449.463072,24510.490000000013,24034.820000000003,8739.410000000002,18361.399999999998
M00197,GardenWorld 98,Home & Garden,Provence-Alpes-Côte d'Azur,0.0337,171679.1999999999,273,262,628.8615384615381,1,5785.589039999996,50174.340000000004,50826.000000000015,18937.12,51741.74
M00407,HomeStyle 8,Home & Garden,Provence-Alpes-Côte d'Azur,0.0259,128441.24999999996,152,148,845.0082236842103,2,3326.628374999999,37667.82,44170.42,19390.95,27212.06
M00239,HomeStyle 40,Home & Garden,Provence-Alpes-Côte d'Azur,0.0906,104825.79000000001,187,183,560.5657219251337,3,9497.216574,26540.54,36727.39000000001,16068.490000000002,25489.37000000001
M00358,ActiveWear 59,Sports,Auvergne-Rhône-Alpes,0.02,69701.20999999996,307,293,227.03977198697055,1,1394.0241999999994,21575.030000000002,24994.650000000005,7338.730000000001,15792.799999999996
M00328,FitnessShop 29,Sports,Auvergne-Rhône-Alpes,0.0334,59675.98000000001,204,196,292.5293137254902,2,1993.1777320000003,16351.85,16848.699999999997,11878.929999999998,14596.5
M00128,ActiveWear 29,Sports,Auvergne-Rhône-Alpes,0.0352,50163.65,182,175,275.62445054945056,3,1765.7604800000001,16075.85,13619.349999999999,5109.379999999999,15359.069999999998
M00086,ActiveWear 87,Sports,Auvergne-Rhône-Alpes,0.0831,44492.069999999985,187,181,237.9255080213903,4,3697.2910169999986,12221.159999999998,12718.050000000003,5490.28,14062.579999999998
M00423,FitnessShop 24,Sports,Auvergne-Rhône-Alpes,0.0884,36009.740000000005,110,109,327.36127272727276,5,3183.261016000001,12109.369999999999,10116.160000000002,3774.7400000000007,10009.469999999998
M00175,SportHub 76,Sports,Auvergne-Rhône-Alpes,0.0594,22838.75999999999,96,95,237.90374999999992,6,1356.6223439999994,6582.949999999998,5745.42,2777.49,7732.9
M00307,ActiveWear 8,Sports,Bretagne,0.0602,87826.0,280,261,313.6642857142857,1,5287.1251999999995,20850.779999999995,29793.57000000001,10549.61,26632.04
M00129,FitnessShop 30,Sports,Bretagne,0.0529,54671.579999999994,144,141,379.66374999999994,2,2892.126582,12766.380000000001,20844.770000000004,6914.97,14145.46
M00352,ActiveWear 53,Sports,Grand Est,0.0749,93186.31000000003,237,229,393.1911814345993,1,6979.654619000002,21230.79,26887.93999999999,11892.640000000003,33174.94
M00072,SportHub 73,Sports,Grand Est,0.0584,92039.23999999999,266,256,346.0121804511278,2,5375.091616,26875.72,23503.869999999995,11341.420000000002,30318.229999999996
M00473,FitnessShop 74,Sports,Grand Est,0.0301,87449.19000000006,305,291,286.7186557377051,3,2632.2206190000015,25689.68,23859.14,11002.4,26897.97000000001
M00237,ActiveWear 38,Sports,Grand Est,0.0855,74428.20999999999,248,244,300.11375,4,6363.611954999999,23890.35,21720.76,8101.509999999999,20715.589999999997
M00134,ActiveWear 35,Sports,Grand Est,0.0382,32102.619999999995,125,124,256.82095999999996,5,1226.3200839999997,9473.710000000001,10328.869999999997,3735.32,8564.72
M00351,SportHub 52,Sports,Grand Est,0.0333,5225.139999999999,17,17,307.3611764705882,6,173.997162,344.53,2138.88,1388.41,1353.32
M00324,ActiveWear 25,Sports,Hauts-de-France,0.0758,99724.14999999995,282,271,353.6317375886523,1,7559.090569999997,31561.519999999997,33982.39999999999,9984.879999999997,24195.34999999999
M00046,SportZone 47,Sports,Hauts-de-France,0.0477,78426.84999999996,268,255,292.6374999999999,2,3740.960744999998,25380.290000000005,21211.670000000002,9160.86,22674.03
M00280,FitnessShop 81,Sports,Hauts-de-France,0.0922,70003.29000000004,277,267,252.71945848375464,3,6454.303338000003,19996.199999999997,19092.760000000002,9286.78,21627.549999999996
M00331,FitnessShop 32,Sports,Hauts-de-France,0.0186,68663.49000000002,226,218,303.8207522123895,4,1277.1409140000003,16550.830000000005,18781.239999999998,10964.179999999998,22367.24
M00359,SportHub 60,Sports,Hauts-de-France,0.0232,23934.169999999995,145,141,165.0632413793103,5,555.2727439999999,6314.089999999999,7451.710000000001,4124.089999999999,6044.280000000002
M00157,SportZone 58,Sports,Ile-de-France,0.0552,69263.92000000001,218,213,317.72440366972484,1,3823.368384000001,18928.739999999998,20537.71999999999,9125.470000000001,20671.989999999998
M00187,ActiveWear 88,Sports,Ile-de-France,0.0852,68748.11000000002,291,283,236.24780068728526,2,5857.338972000001,18312.41999999999,19218.309999999998,11024.34,20193.039999999997
M00149,FitnessShop 50,Sports,Ile-de-France,0.0974,65305.75999999998,230,225,283.93808695652166,3,6360.781023999998,17521.620000000003,21374.140000000007,8568.560000000001,17841.44
M00183,ActiveWear 84,Sports,Ile-de-France,0.0293,44204.22,146,146,302.7686301369863,4,1295.183646,13990.740000000003,13742.019999999997,4673.76,11797.7
M00207,ActiveWear 8,Sports,Ile-de-France,0.0555,40943.86999999998,153,152,267.60699346405215,5,2272.384784999999,10848.350000000004,12667.56,3759.5199999999995,13668.44
M00361,SportHub 62,Sports,Normandie,0.0692,73072.46,242,235,301.9523140495868,1,5056.614232,21507.450000000004,22876.969999999998,9813.92,18874.12
M00405,SportHub 6,Sports,Normandie,0.046,63641.350000000006,201,198,316.62363184079607,2,2927.5021,19677.679999999997,19177.13,9847.63,14938.909999999998
M00181,FitnessShop 82,Sports,Normandie,0.0877,57133.439999999995,174,171,328.3531034482758,3,5010.602688,15399.88,18539.690000000002,6719.320000000001,16474.550000000003
M00083,FitnessShop 84,Sports,Normandie,0.0709,46964.16,189,186,248.48761904761906,4,3329.7589440000006,14306.680000000004,14472.340000000004,5677.490000000001,12507.650000000001
M00047,ActiveWear 48,Sports,Normandie,0.0215,42878.88,169,162,253.72118343195265,5,921.8959199999998,12926.580000000004,12394.029999999995,4587.33,12970.94
M00199,ActiveWear 100,Sports,Normandie,0.0931,38780.67000000001,133,130,291.58398496240613,6,3610.480377000001,9676.4,12842.989999999998,5932.85,10328.43
M00162,ActiveWear 63,Sports,Nouvelle-Aquitaine,0.0341,117120.05000000002,398,377,294.2714824120603,1,3993.7937050000005,35484.09,35416.40999999999,11902.680000000002,34316.87
M00320,FitnessShop 21,Sports,Nouvelle-Aquitaine,0.0908,101126.73999999995,270,262,374.5434814814813,2,9182.307991999996,26973.69,37532.23999999999,13580.19,23040.62000000001
M00209,SportZone 10,Sports,Nouvelle-Aquitaine,0.0943,49412.17999999999,121,118,408.36512396694206,3,4659.568573999999,9450.98,16837.669999999995,7063.5,16060.029999999999
M00317,FitnessShop 18,Sports,Occitanie,0.0929,65941.91,252,244,261.67424603174607,1,6126.003439,17087.85,18597.330000000005,8837.58,21419.149999999994
M00390,ActiveWear 91,Sports,Occitanie,0.081,61036.45999999997,238,230,256.4557142857142,2,4943.9532599999975,16335.839999999998,18603.039999999997,8796.91,17300.67
M00370,ActiveWear 71,Sports,Occitanie,0.0167,38919.59999999999,110,108,353.8145454545454,3,649.9573199999999,13411.519999999997,13538.869999999997,3974.31,7994.9
M00256,ActiveWear 57,Sports,Occitanie,0.0738,28200.939999999988,145,144,194.48924137931027,4,2081.2293719999993,7622.31,7630.109999999998,1829.7000000000003,11118.820000000002
M00051,ActiveWear 52,Sports,Pays de la Loire,0.0364,103290.69000000003,335,317,308.33041791044786,1,3759.7811160000015,28799.959999999992,30290.350000000013,13893.729999999998,30306.650000000005
M00452,SportZone 53,Sports,Pays de la Loire,0.0346,69559.13000000002,256,245,271.7153515625001,2,2406.7458980000006,20245.590000000007,20004.120000000003,12010.72,17298.7
M00266,SportHub 67,Sports,Pays de la Loire,0.087,61249.16999999999,220,215,278.40531818181813,3,5328.677789999999,16586.05,18388.42,9728.010000000004,16546.690000000002
M00118,SportHub 19,Sports,Pays de la Loire,0.0616,58150.80999999999,210,206,276.908619047619,4,3582.0898959999995,16115.83,20418.699999999997,8537.1,13079.18
M00478,SportHub 79,Sports,Pays de la Loire,0.037,51314.70999999999,144,139,356.35215277777775,5,1898.6442699999996,11985.339999999997,22336.060000000005,7416.330000000001,9576.980000000003
M00079,SportZone 80,Sports,Pays de la Loire,0.0726,2928.28,22,22,133.10363636363638,6,212.593128,936.4300000000001,170.54,335.28999999999996,1486.0200000000002
M00259,SportZone 60,Sports,Provence-Alpes-Côte d'Azur,0.0202,87149.81000000001,260,249,335.191576923077,1,1760.4261620000002,23620.570000000007,24527.679999999993,11817.949999999999,27183.609999999993
M00348,ActiveWear 49,Sports,Provence-Alpes-Côte d'Azur,0.0572,83929.67,292,280,287.4303767123288,2,4800.777124,24873.619999999995,28336.500000000004,12164.210000000001,18555.34
M00155,ActiveWear 56,Sports,Provence-Alpes-Côte d'Azur,0.0635,75950.7,249,241,305.02289156626506,3,4822.86945,21965.469999999994,22950.029999999995,5905.91,25129.289999999997
M00231,SportZone 32,Sports,Provence-Alpes-Côte d'Azur,0.0335,54497.41,160,158,340.6088125,4,1825.6632350000002,18280.120000000003,15207.400000000001,6546.610000000001,14463.279999999997
M00431,ActiveWear 32,Sports,Provence-Alpes-Côte d'Azur,0.0502,50054.83999999998,132,131,379.2033333333332,5,2512.7529679999993,13891.739999999996,18295.350000000002,6541.669999999999,11326.080000000004
M00111,SportZone 12,Sports,Provence-Alpes-Côte d'Azur,0.0687,41101.009999999995,109,104,377.07348623853204,6,2823.6393869999997,12984.890000000003,12109.929999999998,6321.88,9684.310000000003
M00056,KidsWorld 57,Toys,Auvergne-Rhône-Alpes,0.0245,39228.17,290,279,135.26955172413793,1,961.090165,11445.399999999996,11441.22,3841.7899999999995,12499.760000000006
M00006,ToyLand 7,Toys,Auvergne-Rhône-Alpes,0.0629,28227.00999999999,262,256,107.73667938931294,2,1775.4789289999994,7819.780000000002,10304.27,2857.149999999999,7245.8099999999995
M00372,ToyHub 73,Toys,Auvergne-Rhône-Alpes,0.0441,23390.66,230,227,101.69852173913043,3,1031.528106,6872.14,7000.32,2202.58,7315.619999999999
M00184,ToyHub 85,Toys,Auvergne-Rhône-Alpes,0.0922,15584.53000000001,170,165,91.673705882353,4,1436.893666000001,4461.449999999999,5107.98,2988.35,3026.7499999999995
M00130,KidsWorld 31,Toys,Auvergne-Rhône-Alpes,0.0237,10225.19,92,90,111.1433695652174,5,242.337003,2410.56,2918.5499999999993,1517.2399999999998,3378.839999999999
M00034,KidsWorld 35,Toys,Bretagne,0.085,20116.15,147,144,136.84455782312926,1,1709.8727500000002,6309.5199999999995,5975.700000000002,2524.74,5306.19
M00322,ToyHub 23,Toys,Bretagne,0.0833,19232.440000000006,222,214,86.63261261261263,2,1602.0622520000004,4519.3899999999985,6317.0,2648.5699999999997,5747.48
M00432,PlayShop 33,Toys,Bretagne,0.0474,15059.890000000001,147,144,102.44823129251702,3,713.838786,3946.899999999999,3756.1099999999997,1926.9199999999998,5429.96
M00198,PlayShop 99,Toys,Grand Est,0.034,33122.18,217,208,152.63677419354838,1,1126.1541200000001,8482.180000000002,8647.739999999998,5680.749999999999,10311.510000000004
M00236,ToyLand 37,Toys,Grand Est,0.0388,28267.38999999999,276,266,102.41807971014488,2,1096.7747319999996,11107.509999999997,6920.959999999998,2768.9500000000003,7469.97
M00498,KidsWorld 99,Toys,Grand Est,0.0864,25974.919999999995,257,247,101.06972762645913,3,2244.2330879999995,6789.880000000003,8294.730000000001,2041.2900000000004,8849.019999999997
M00435,KidsWorld 36,Toys,Grand Est,0.0849,21265.14,241,234,88.23709543568465,4,1805.410386,6094.4000000000015,6027.39,2185.49,6957.859999999999
M00005,KidsWorld 6,Toys,Grand Est,0.0404,18499.099999999995,183,180,101.08797814207648,5,747.3636399999998,4537.260000000002,5607.980000000001,2459.2499999999995,5894.610000000001
M00404,ToyHub 5,Toys,Hauts-de-France,0.0263,29137.04000000001,287,277,101.52278745644604,1,766.3041520000003,8137.979999999997,9725.309999999998,2883.830000000001,8389.92
M00321,PlayShop 22,Toys,Hauts-de-France,0.0473,22545.970000000005,190,185,118.66300000000003,2,1066.4243810000003,7077.950000000001,7698.090000000001,3688.77,4081.1599999999994
M00204,ToyHub 5,Toys,Hauts-de-France,0.0762,19035.1,148,146,128.61554054054054,3,1450.47462,6148.0199999999995,4974.420000000001,1618.54,6294.119999999998
M00096,PlayShop 97,Toys,Ile-de-France,0.0735,31738.59999999999,285,276,111.36350877192979,1,2332.787099999999,8209.709999999997,8995.359999999999,5015.300000000001,9518.230000000001
M00391,PlayShop 92,Toys,Ile-de-France,0.0845,31447.650000000016,265,256,118.67037735849063,2,2657.3264250000016,8979.400000000003,9654.88,4663.32,8150.049999999999
M00189,ToyLand 90,Toys,Ile-de-France,0.0415,30144.479999999992,235,226,128.27438297872337,3,1250.9959199999998,7547.650000000002,9743.500000000002,4290.07,8563.260000000002
